"zipcode","city","list","list_number","firstname","lastname","gender","position","party","cumuls_2017","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","cumuleo_url"
6567,"Merbes-le-Château","MR",,"Emmanuel","WIARD","M",1,"MR","6","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui",,,"https://www.cumuleo.be/mandataire/174-emmanuel-wiard.php"
1170,"Watermael-Boitsfort","GÉNÉRATIONS Humanistes",1,"Victor","Wiard",,29,,,,,,,,,,,,,,,,,
1320,"Beauvechain","B. ENSEMBLE",,"Brigitte","WIAUX","F",19,"cdH","3","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","https://www.cumuleo.be/mandataire/172-brigitte-wiaux.php"
7500,"Tournai","PS",,"Sandrine","WIBAUT","F",24,,,,,,,,,,,,,,,,,
,"Ecaussinnes","Ensemble",,"Anne","WIBIN","F",20,,,,,,,,,,,,,,,,,
7041,"Quévy","EDD",,"Florence","WIEDIG","F",10,,,,,,,,,,,,,,,,,
1367,"Ramillies","ECOLO",,"Annette","WIERHAKE","F",14,,,,,,,,,,,,,,,,,
4850,"Plombières","@ctions",,"Chantal","WIERTZ-MERTES","F",4,,,,,,,,,,,,,,,,,
4800,"Verviers","DéFI",,"Bernadette","WIES","F",5,,,,,,,,,,,,,,,,,
4845,"Jalhay","OSER",,"Claude","WIES","M",17,,,,,,,,,,,,,,,,,
5030,"Gembloux","MR",,"Laurence","WIGNY - PHILIPPART","F",18,,,,,,,,,,,,,,,,,
1200,"Woluwe-Saint-Lambert","WolHu",1,"Francine","Wigy-Probst",,16,,,,,,,,,,,,,,,,,
4684,"Oupeye","PS",,"Emeline","WIJNEN","F",24,,,,,,,,,,,,,,,,,
1340,"Ottignies-Louvain-la-Neuve","ECOLO",,"Faustine","WILANTE","F",15,,,,,,,,,,,,,,,,,
4040,"Herstal","PTB",,"Michèle","WILD","F",29,,,,,,,,,,,,,,,,,
,"Celles (lez-Tournai)","Cel'Avenir",,"Myriam","WILDEMAN","F",7,,,,,,,,,,,,,,,,,
4140,"Sprimont","CDH",,"Noëlle","WILDÉRIANE","F",1,,,,,,,,,,,,,,,,,
6890,"Libin","ViAV",,"Gaël","WILEM","M",8,,,,,,,,,,,,,,,,,
5550,"Vresse-sur-Semois","CONFIANCE",,"Alain","WILEMME","M",8,,,,,,,,,,,,,,,,,
4610,"Beyne-Heusay","Ensemble",,"Simon","WILEN","M",13,,,,,,,,,,,,,,,,,
7911,"Frasnes-lez-Anvaing"," PS-AC",,"Marie-Noëlle","WILFART","F",20,,,,,,,,,,,,,,,,,
7911,"Frasnes-lez-Anvaing"," PS-AC",,"Martial","WILFART","M",17,,,,,,,,,,,,,,,,,
7860,"Lessines","OSER cdH",,"Adrienne","WILIQUET","F",7,,,,,,,,,,,,,,,,,
4610,"Beyne-Heusay","Ensemble",,"Jean-François","WILKET","M",9,,,,,,,,,,,,,,,,,
4000,"Liège","DéFI",,"Fernand Maxime","WILKIN","M",21,,,,,,,,,,,,,,,,,
4920,"Aywaille","Aywail'Demain ",,"Marie Paule","WILKIN","F",16,,,,,,,,,,,,,,,,,
4845,"Jalhay","MR-IC-EJS",,"Michel","WILKIN","M",13,,,,,,,,,,,,,,,,,
6800,"Libramont-Chevigny","Libr@Vous",,"Victoria","WILKIN","F",7,,,,,,,,,,,,,,,,,
,"Celles (lez-Tournai)","Cel'Avenir",,"Yves","WILLAERT","M",2,,,,,,,,,,,,,,,,,
,"Fontaine-l'Evêque","Mieux Demain",,"Marie-Thérèse","WILLAIN","F",20,,,,,,,,,,,,,,,,,
1160,"Auderghem","Ecolo-Groen",2,"Elise","Willame",,1,,,,,,,,,,,,,,,,,
7100,"La Louvière","PTB",,"Marie-Hélène","WILLAME","F",24,,,,,,,,,,,,,,,,,
6220,"Fleurus","AGIR",,"Daniel","WILLAUMEZ","M",15,,,,,,,,,,,,,,,,,
6800,"Libramont-Chevigny","LIBR envol",,"Cédric","WILLAY","M",7,,,,,,,,,,,,,,,,,
4340,"Awans","ULP",,"Valérie","WILLÉ","F",2,,,,,,,,,,,,,,,,,
1495,"Villers-la-Ville","ENSEMBLE P. V.",,"Marc","WILLEM","M",15,,,,,,,,,,,,,,,,,
4430,"Ans","MR-IC",,"Pierre","WILLEM","M",9,,,,,,,,,,,,,,,,,
5540,"Hastière","EMC",,"Rudy","WILLEM","M",13,,,,,,,,,,,,,,,,,
6690,"Vielsalm","BOURGMESTRE",,"Thibault","WILLEM","M",3,"cdH","2","oui","oui",,,,,,,,,,,,,"https://www.cumuleo.be/mandataire/16777-thibault-willem.php"
4845,"Jalhay","MR-IC-EJS",,"Noëlle","WILLEM-REMACLE","F",2,,,,,,,,,,,,,,,,,
4900,"Spa","Osons Spa",,"Isabelle","WILLEMAERS","F",20,,,,,,,,,,,,,,,,,
4430,"Ans","ECOLO",,"Jocelyne","WILLEMAERTS","F",12,,,,,,,,,,,,,,,,,
1081,"Koekelberg","N-VA",8,"Freddy","Willemans",,2,,,,,,,,,,,,,,,,,
5000,"Namur","MR",,"Bruno","WILLEMART","M",24,,,,,,,,,,,,,,,,,
7320,"Bernissart","6tem-ic",,"Rose-Marie","WILLEMART","F",18,,,,,,,,,,,,,,,,,
4000,"Liège","VERT ARDENT",,"Véronique","WILLEMART","F",15,,,,,,,,,,,,,,,,,
,"Ecaussinnes","ECOLO",,"Bruno","WILLEMS","M",13,,,,,,,,,,,,,,,,,
7860,"Lessines","DéFI",,"Georges","WILLEMS","M",25,,,,,,,,,,,,,,,,,
4170,"Comblain-au-Pont","ECOLO",,"Jean-Pierre","WILLEMS","M",2,,,,,,,,,,,,,,,,,
1080,"Molenbeek-Saint-Jean","Groen",10,"Koen","Willems",,2,,,,,,,,,,,,,,,,,
6700,"Arlon","MR",,"Myriam","WILLEMS","F",3,,,,,,,,,,,,,,,,,
4600,"Visé","Ensemble!",,"Patrick","WILLEMS","M",25,"cdH","4","oui","oui","oui","oui","oui","oui",,,,,,,,,"https://www.cumuleo.be/mandataire/12795-patrick-willems.php"
1060,"Saint-Gilles","QQVF",15,"Paul","Willems",,1,,,,,,,,,,,,,,,,,
7600,"Péruwelz","ECOLO",,"Pierre","WILLEMS","M",5,,,,,,,,,,,,,,,,,
4340,"Awans","PS",,"Stéphane","WILLEMS","M",17,,,,,,,,,,,,,,,,,
4040,"Herstal","PS-H",,"Thierry","WILLEMS","M",11,"PS","3","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui",,,,"https://www.cumuleo.be/mandataire/10217-thierry-willems.php"
1340,"Ottignies-Louvain-la-Neuve","PS",,"Viviane","WILLEMS","F",3,,,,,,,,,,,,,,,,,
6530,"Thuin","IC",,"Stéphanie","WILLEMS - MELON","F",13,,,,,,,,,,,,,,,,,
4880,"Aubel","AUBEL DEMAIN",,"Bénédicte","WILLEMS-LEGER","F",6,,,,,,,,,,,,,,,,,
1030,"Schaerbeek","ECOLO-GROEN",2,"Laurence","Willemse",,42,,,,,,,,,,,,,,,,,
1180,"Uccle","MR",12,"Fabian","Willermain",,31,,,,,,,,,,,,,,,,,
1200,"Woluwe-Saint-Lambert","ECOLO-GROEN",2,"Caroline","Williams",,18,,,,,,,,,,,,,,,,,
7090,"Braine-le-Comte","BRAINE",,"Gwenaëlle","WILLIOT","F",20,,,,,,,,,,,,,,,,,
5300,"Andenne","AD&N",,"Gwendoline","WILLIQUET","F",12,,,,,,,,,,,,,,,,,
7730,"Estaimpuis","Pour Vous !",,"Albert","WILLOCQ","M",8,,,,,,,,,,,,,,,,,
7800,"Ath","ECOLO",,"Jessica ","WILLOCQ","F",2,,,,,,,,,,,,,,,,,
1050,"Ixelles","Liste La Bourgmestre",12,"Pascale","Willocq",,37,,,,,,,,,,,,,,,,,
1080,"Molenbeek-Saint-Jean","DéFI",4,"Simon","Willocq",,41,,,,,,,,,,,,,,,,,
4830,"Limbourg","Limbourg*oise",,"Charlotte","WILLOT","F",11,,,,,,,,,,,,,,,,,
4820,"Dison","PS",,"Stéphanie","WILLOT","F",3,,,,,,,,,,,,,,,,,
4350,"Remicourt","VOUS !",,"Romuald","WILMAIN","M",17,,,,,,,,,,,,,,,,,
1070,"Anderlecht","PS-sp.a-cdH",5,"Guy","Wilmart",,5,"PS","10","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui",,,,"https://www.cumuleo.be/mandataire/114-guy-wilmart.php"
6990,"Hotton","H12.O",,"Cindy","WILMET","F",16,,,,,,,,,,,,,,,,,
4620,"Fléron","PS",,"Eric","WILMET","M",17,,,,,,,,,,,,,,,,,
,"Braine-l'Alleud","ECOLO",,"Etienne","WILMET","M",7,,,,,,,,,,,,,,,,,
5370,"Havelange","H2018",,"Johana","WILMET","F",9,,,,,,,,,,,,,,,,,
1050,"Ixelles","DéFI",4,"Marc","Wilmet",,38,,,,,,,,,,,,,,,,,
1400,"Nivelles","DéFI",,"Marc","WILMET","M",29,,,,,,,,,,,,,,,,,
1000,"Bruxelles","PS",5,"Valérie","WILMET",,34,,,,,,,,,,,,,,,,,
4280,"Hannut","PS",,"Jonathan","WILMOTTE","M",8,,,,,,,,,,,,,,,,,
7080,"Frameries","PS",,"Amélie","WILPUTTE","F",12,,,,,,,,,,,,,,,,,
6970,"Tenneville","Osez O.C.",,"François","WILVERS","M",4,,,,,,,,,,,,,,,,,
6700,"Arlon","ECOLO+",,"Jean-Pierre","WILVERS","M",17,,,,,,,,,,,,,,,,,
7100,"La Louvière","PS",,"Laurent","WIMLOT","M",3,"PS","14","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui",,,"https://www.cumuleo.be/mandataire/101-laurent-wimlot.php"
4850,"Plombières","@ctions",,"Marie-Rose","WIMMER","F",20,,,,,,,,,,,,,,,,,
4850,"Plombières","URP",,"Ghislaine","WIMMER-MARÉCHAL","F",18,,,,,,,,,,,,,,,,,
6671,"Gouvy","HORIZON NEUF",,"Marine","WINAND","F",7,,,,,,,,,,,,,,,,,
4800,"Verviers","MR",,"Sabrina","WINAND","F",10,,,,,,,,,,,,,,,,,
5170,"Profondeville","PEPS",,"Annick","WINAND-SIMON","F",4,,,,,,,,,,,,,,,,,
4287,"Lincent","MR-cdH-ECOLO",,"Damien","WINANDY","M",11,,,,,,,,,,,,,,,,,
7060,"Soignies","PS",,"Fabienne","WINCKEL","F",1,"PS","8","oui","oui","oui","oui","oui","oui","oui","oui",,,,,,,"https://www.cumuleo.be/mandataire/12395-fabienne-winckel.php"
4630,"Soumagne","SOUM.DEMAIN",,"Michèle","WINDAL","F",20,,,,,,,,,,,,,,,,,
7860,"Lessines","PP",,"Sébastien","WINDAL","M",9,,,,,,,,,,,,,,,,,
6760,"Virton","ENSEMBLE EA",,"Justine","WINDESHAUSEN","F",18,,,,,,,,,,,,,,,,,
4800,"Verviers","PS",,"Frédéric","WINKIN","M",16,,,,,,,,,,,,,,,,,
1030,"Schaerbeek","PTB*PVDA",9,"Emiel","Winnelinckx",,43,,,,,,,,,,,,,,,,,
4287,"Lincent","LRPS",,"Olivier","WINNEN","M",1,,,,,,,,,,,,,,,,,
4830,"Limbourg","Changeons Ens.",,"Anne","WINNERS","F",8,,,,,,,,,,,,,,,,,
7060,"Soignies","ECOLO",,"Juliette","WINNEWISSER","F",12,,,,,,,,,,,,,,,,,
7060,"Soignies","ECOLO",,"Marie","WINNEWISSER","F",18,,,,,,,,,,,,,,,,,
4460,"Grâce-Hollogne","ULP",,"Angélique","WINTGENS","F",26,,,,,,,,,,,,,,,,,
4400,"Flémalle","ECOLO",,"Jeanine","WINTGENS","F",2,,,,,,,,,,,,,,,,,
4470,"Saint-Georges-sur-Meuse","Pro Citoyens",,"Teresa","WINTGENS-KACZOR","F",13,,,,,,,,,,,,,,,,,
1330,"Rixensart","NAP-MR",,"Bénedicte","WINTQUIN","F",9,,,,,,,,,,,,,,,,,
6927,"Tellin","LETSGO 18",,"Olivier","WIOT","M",7,,,,,,,,,,,,,,,,,
4690,"Bassenge","ECOLO",,"Pascale","WIRTEL","F",8,,,,,,,,,,,,,,,,,
4900,"Spa","S.P.A",,"Dominique","WISLET","M",7,,,,,,,,,,,,,,,,,
4920,"Aywaille","ECOLO",,"Daphné","WISLEZ","F",1,,,,,,,,,,,,,,,,,
4670,"Blegny","ICdh",,"Eric","WISLEZ","M",11,,,,,,,,,,,,,,,,,
4845,"Jalhay","OSER",,"Marie-Rose","WISLEZ","F",18,,,,,,,,,,,,,,,,,
6000,"Charleroi","PTB",,"Francys","WISNIEWSKI","M",40,,,,,,,,,,,,,,,,,
1430,"Rebecq","ECOLO",,"Monique","WISZ","F",8,,,,,,,,,,,,,,,,,
4684,"Oupeye","PS",,"Christel","WITHOFS","F",10,,,,,,,,,,,,,,,,,
4100,"Seraing","PS",,"Chantal","WITKOWSKI","F",28,,,,,,,,,,,,,,,,,
5330,"Assesse","Acor+",,"Michel","WITRY","M",15,,,,,,,,,,,,,,,,,
5350,"Ohey","ECOLO",,"Michel","WITTEK","M",8,,,,,,,,,,,,,,,,,
7860,"Lessines","PS MC",,"Dimitri","WITTENBERG","M",3,"PS","6","oui","oui","oui",,,,,,,,,,,,"https://www.cumuleo.be/mandataire/16406-dimitri-wittenberg.php"
4160,"Anthisnes","MR-CDH-IC",,"Philippe","WITTORSKI","M",12,,,,,,,,,,,,,,,,,
4130,"Esneux","Défi",,"Sarah","WITTORSKI","F",4,,,,,,,,,,,,,,,,,
1160,"Auderghem","LISTE CITOYENNE 1181",1,"Sylwia","Wodniakowska",,21,,,,,,,,,,,,,,,,,
1200,"Woluwe-Saint-Lambert","WolHu",1,"Marie-Pierre","Wodon",,10,,,,,,,,,,,,,,,,,
5000,"Namur","PTB",,"Michel","WODON","M",41,,,,,,,,,,,,,,,,,
7860,"Lessines","OSER cdH",,"Jocelyne","WOESTYN-WILLIÈME","F",19,,,,,,,,,,,,,,,,,
4460,"Grâce-Hollogne","MR",,"Patrice","WOJTYRA","M",25,,,,,,,,,,,,,,,,,
6750,"Musson","Horizon 2024",,"Marie-Hélène","WOLF - COLAS","F",11,,,,,,,,,,,,,,,,,
1080,"Molenbeek-Saint-Jean","DéFI",4,"André","Wolfcarius",,43,,,,,,,,,,,,,,,,,
6780,"Messancy","NUC",,"Claudy","WOLFF","M",19,"MR","7","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui",,,,"https://www.cumuleo.be/mandataire/70-claudy-wolff.php"
4684,"Oupeye","PS",,"Jessica","WOLFF","F",22,,,,,,,,,,,,,,,,,
4630,"Soumagne","PS-ID",,"Maité","WOLFS","F",4,,,,,,,,,,,,,,,,,
,"Saint-Nicolas (liège)","PP",,"Alison","WOLLENHAUVEN","F",20,,,,,,,,,,,,,,,,,
6230,"Pont-à-Celles","ECOLO",,"Paul","WOLLSEIFEN","M",18,,,,,,,,,,,,,,,,,
6220,"Fleurus","DéFI",,"Claude","WOLTÈCHE","M",15,,,,,,,,,,,,,,,,,
4317,"Faimes","ADF",,"Cédric","WOLTER","M",11,,,,,,,,,,,,,,,,,
4684,"Oupeye","PP",,"Franz","WOLTER","M",3,,,,,,,,,,,,,,,,,
,"Fontaine-l'Evêque","Mieux Demain",,"Alain","WONS","M",19,,,,,,,,,,,,,,,,,
1000,"Bruxelles","PS",5,"Josephine","WOOD",,36,,,,,,,,,,,,,,,,,
4600,"Visé","MR",,"Julien","WOOLF","M",24,,,,,,,,,,,,,,,,,
4000,"Liège","VERT ARDENT",,"Erwin","WOOS","M",34,,,,,,,,,,,,,,,,,
1083,"Ganshoren","N-VA",8,"Annelies","Wostyn",,6,,,,,,,,,,,,,,,,,
4460,"Grâce-Hollogne","MR",,"André","WOTERS","M",23,,,,,,,,,,,,,,,,,
4160,"Anthisnes","PS-IC",,"Pol","WOTQUENNE","M",5,,,,,,,,,,,,,,,,,
4100,"Seraing","CDH",,"Léa","WOTRON","F",7,,,,,,,,,,,,,,,,,
1000,"Bruxelles","Change.Brussels",11,"Ann","WOUTERS",,31,,,,,,,,,,,,,,,,,
1030,"Schaerbeek","PTB*PVDA",9,"Bernadette","Wouters",,38,,,,,,,,,,,,,,,,,
4600,"Visé","Visons DEMAIN",,"Chris","WOUTERS","M",17,,,,,,,,,,,,,,,,,
1430,"Rebecq","Union",,"Jean-Lou","WOUTERS","M",7,,,,,,,,,,,,,,,,,
7850,"Enghien","PS",,"Michel","WOUTERS","M",15,,,,,,,,,,,,,,,,,
1450,"Chastre","ECOLO",,"Stéphanie","WOUTERS","F",17,,,,,,,,,,,,,,,,,
4920,"Aywaille","Aywail'Demain ",,"Yvan","WOUTERS","M",3,,,,,,,,,,,,,,,,,
7060,"Soignies","ENSEMBLE",,"Yves","WOUTERS","M",23,,,,,,,,,,,,,,,,,
5140,"Sombreffe","CI-LdB",,"Alain","WOUVERMANS","M",11,,,,,,,,,,,,,,,,,
1180,"Uccle","UCCLE EN AVANT",13,"Jeanina","Wozniak",,30,,,,,,,,,,,,,,,,,
5000,"Namur","PP",,"Loïc","WUESTENBERGHS","M",23,,,,,,,,,,,,,,,,,
1170,"Watermael-Boitsfort","GÉNÉRATIONS Humanistes",1,"Louis","Wuestenberghs",,3,,,,,,,,,,,,,,,,,
4870,"Trooz","ECOVA",,"Anne-Marie","WUIDAR","F",12,,,,,,,,,,,,,,,,,
4190,"Ferrières","Envie Commune",,"Mélody","WUIDAR","F",10,,,,,,,,,,,,,,,,,
6960,"Manhay","ENSEMBLE",,"Robert","WUIDAR","M",13,"MR","4","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","https://www.cumuleo.be/mandataire/10690-robert-wuidar.php"
7000,"Mons","PS",,"Colette","WUILBAUT-VAN HOORDE","F",8,,,,,,,,,,,,,,,,,
7600,"Péruwelz","PS",,"Eddy","WUILPART","M",21,,,,,,,,,,,,,,,,,
7600,"Péruwelz","ECOLO",,"Yves","WUILPART","M",1,"Ecolo","5","oui","oui","oui","oui","oui",,,,,,,,,,"https://www.cumuleo.be/mandataire/15574-yves-wuilpart.php"
4990,"Lierneux","Lx en Mieux !",,"Laura","WULLEPUT","F",12,,,,,,,,,,,,,,,,,
1435,"Mont-Saint-Guibert","MSG ",,"Chantal","WUSTEFELD","F",10,,,,,,,,,,,,,,,,,
,"Eghezée","ECOLO",,"Francesca","WUSTEFELD","F",4,,,,,,,,,,,,,,,,,
1400,"Nivelles","PluS",,"Rudy","WYBO","M",9,,,,,,,,,,,,,,,,,
1390,"Grez-Doiceau","ECOLO",,"Louis","WYCKMANS","M",14,,,,,,,,,,,,,,,,,
4860,"Pepinster","PS / Vivre Pep.",,"Alain","WYDOOGHE","M",2,,,,,,,,,,,,,,,,,
5560,"Houyet","UV",,"Isabeau","WYÈME","F",9,,,,,,,,,,,,,,,,,
5070,"Fosses-la-Ville","ECOLO",,"Bruno","WYNANDS","M",16,,,,,,,,,,,,,,,,,
1040,"Etterbeek","Alternative CDH",1,"Albert","Wynants",,27,,,,,,,,,,,,,,,,,
5000,"Namur","PP",,"Anthony","WYNANTS","M",7,,,,,,,,,,,,,,,,,
5330,"Assesse","ECOLO",,"Chantal","WYNANTS","F",11,,,,,,,,,,,,,,,,,
6220,"Fleurus","AGIR",,"Dominique","WYNANTS","F",14,,,,,,,,,,,,,,,,,
7090,"Braine-le-Comte","PS",,"Nathalie","WYNANTS","F",2,,,,,,,,,,,,,,,,,
7140,"Morlanwelz","100% Citoyen",,"Sébastien","WYNANTS","M",9,,,,,,,,,,,,,,,,,
1190,"Forest","PTB*PVDA",9,"Elise","WYNEN",,19,,,,,,,,,,,,,,,,,
,"Braine-l'Alleud","L.Bourgmestre",,"Anne","WYNEN-DUFRASNE","F",10,,,,,,,,,,,,,,,,,
1180,"Uccle","ECOLO - GROEN",2,"Thibaud","Wyngaard",,1,,,,,,,,,,,,,,,,,
5600,"Philippeville","PS",,"Elisabeth - Betty","WYNS","F",18,,,,,,,,,,,,,,,,,
1070,"Anderlecht","VLAAMS BELANG",3,"Francine","Wyns",,4,,,,,,,,,,,,,,,,,
1070,"Anderlecht","N-VA",8,"Ingrid","Wyns",,4,,,,,,,,,,,,,,,,,
,"Berchem","VLAAMS BELANG",3,"Linda","Wyns",,2,,,,,,,,,,,,,,,,,
1160,"Auderghem","LISTE CITOYENNE 1161",1,"Nathalie","Wyns",,1,,,,,,,,,,,,,,,,,
1480,"Tubize","RC",,"Patrick","WYNS","M",21,,,,,,,,,,,,,,,,,
1460,"Ittre","IC",,"Thierry","WYNS","M",5,"cdH","4","oui","oui","oui","oui","oui",,,,,,,,,,"https://www.cumuleo.be/mandataire/15583-thierry-wyns.php"
1000,"Bruxelles","ECOLO-GROEN",2,"Xavier","WYNS",,9,,,,,,,,,,,,,,,,,
1060,"Saint-Gilles","CDH + CD&V",1,"Hermonela","Xhelili",,30,,,,,,,,,,,,,,,,,
6860,"Léglise","POURQUOI PAS",,"Anne-Marie","XHIBITTE","F",11,,,,,,,,,,,,,,,,,
7870,"Lens","PS",,"Marianne","XHIGNESSE","F",6,,,,,,,,,,,,,,,,,
1350,"Orp-Jauche","PACTE",,"Nathalie","XHONNEUX","F",1,,,,,,,,,,,,,,,,,
4607,"Dalhem","RENOUVEAU",,"Aurore","XHONNEUX-GRYSON","F",1,,,,,,,,,,,,,,,,,
4980,"Trois-Ponts","ENSEMBLE",,"Patrice","XHURDEBISE","M",3,,,,,,,,,,,,,,,,,
1080,"Molenbeek-Saint-Jean","Molenbeek act",15,"Mohamed","Yaagoubi Atif",,37,,,,,,,,,,,,,,,,,
1060,"Saint-Gilles","PTB*PVDA",9,"Magida","Yabroudi",,14,,,,,,,,,,,,,,,,,
,"Court-Saint-Etienne","PluS",,"Souad","YAHIA","F",3,,,,,,,,,,,,,,,,,
4000,"Liège","PS",,"Yahya","YAHYAOUI","M",43,,,,,,,,,,,,,,,,,
1070,"Anderlecht","DéFI",4,"Mustafa","Yaman",,11,,,,,,,,,,,,,,,,,
1480,"Tubize","DéFI",,"Christophe","YAMBA-GBOKOKO","M",15,,,,,,,,,,,,,,,,,
6220,"Fleurus","PS",,"Edgard","YANGA","M",21,,,,,,,,,,,,,,,,,
1180,"Uccle","PS",5,"Kenny","Yangambi",,36,,,,,,,,,,,,,,,,,
4460,"Grâce-Hollogne","rcGH",,"Patriciane","YANKEU","F",19,,,,,,,,,,,,,,,,,
4450,"Juprelle","UP ! Juprelle",,"Frédéric","YANS","M",8,,,,,,,,,,,,,,,,,
6750,"Musson","VIVR'ENSEMBLE",,"Julien","YANS","M",4,,,,,,,,,,,,,,,,,
6840,"Neufchâteau","3ème Piste",,"Toni","YARAK","M",14,,,,,,,,,,,,,,,,,
1040,"Etterbeek","Alternative CDH",1,"Janvière","Yaramba",,6,,,,,,,,,,,,,,,,,
4600,"Visé","PS",,"Muhammet","YARDIM","M",13,,,,,,,,,,,,,,,,,
5500,"Dinant","DINANT",,"Olga","YEGOROVA","F",12,,,,,,,,,,,,,,,,,
4000,"Liège","PS",,"Maggy","YERNA","F",2,"PS","13","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","https://www.cumuleo.be/mandataire/26-maggy-yerna.php"
7900,"Leuze-en-Hainaut","PS",,"Delphine","YERNAULT","F",4,,,,,,,,,,,,,,,,,
7830,"Silly","LB",,"Hector","YERNAULT","M",19,"MR","3","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","https://www.cumuleo.be/mandataire/10848-hector-yernault.php"
6637,"Fauvillers","Alt-Citoyenne",,"Françoise","YERNAUX","F",11,,,,,,,,,,,,,,,,,
1030,"Schaerbeek","PS-sp.a",5,"Hamza","Yesilördek",,45,,,,,,,,,,,,,,,,,
7380,"Quiévrain","UPQ",,"Can","YETKIN","M",5,,,,,,,,,,,,,,,,,
6110,"Montigny-le-Tilleul","DéFI",,"Arzu","YILDIRIM","F",15,,,,,,,,,,,,,,,,,
4620,"Fléron","PS",,"Selda","YILDIRIM","F",22,,,,,,,,,,,,,,,,,
1030,"Schaerbeek","MR & CITOYENS",12,"Yeter","Yildirim",,26,,,,,,,,,,,,,,,,,
1030,"Schaerbeek","LISTE BOURGMESTRE",4,"Yusuf","Yildiz",,35,,,,,,,,,,,,,,,,,
,"Saint-Nicolas (liège)","Saint-Nicolas Plus",,"Ferdettin","YILMAZ","M",25,,,,,,,,,,,,,,,,,
6760,"Virton","CITOYENS",,"Hamza","YILMAZ","M",15,,,,,,,,,,,,,,,,,
4430,"Ans","ECOLO",,"Irfan","YILMAZ","M",29,,,,,,,,,,,,,,,,,
6000,"Charleroi","CA",,"André","YINDA YINDA","M",1,,,,,,,,,,,,,,,,,
4800,"Verviers","PS",,"Pascal","YLIEFF","M",18,,,,,,,,,,,,,,,,,
4820,"Dison","PS",,"Yvan","YLIEFF","M",25,"PS","11","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","https://www.cumuleo.be/mandataire/11348-yvan-ylieff.php"
4530,"Villers-le-Bouillet","GénérationS4530",,"Delphine","YODTS","F",7,,,,,,,,,,,,,,,,,
1030,"Schaerbeek","CDH-CD&V+",1,"Sanae","Youbi",,32,,,,,,,,,,,,,,,,,
1000,"Bruxelles","SALEM",17,"Mounir","YOUKAJ",,3,,,,,,,,,,,,,,,,,
6000,"Charleroi","PP",,"Morisse","YOUSEF","M",11,,,,,,,,,,,,,,,,,
1040,"Etterbeek","DéFI",4,"Mohamed","Yousfi",,19,,,,,,,,,,,,,,,,,
1083,"Ganshoren","LB-LISTE BOURGMESTRE",12,"David","Youssef",,15,,,,,,,,,,,,,,,,,
7390,"Quaregnon","Q W DEMAIN",,"Ali","YOUTICHÈNE","M",10,,,,,,,,,,,,,,,,,
4877,"Olne","PS",,"François","YSERENTANT-BERTOU","M",11,,,,,,,,,,,,,,,,,
4000,"Liège","PTB",,"Maxime","YU","M",26,,,,,,,,,,,,,,,,,
4610,"Beyne-Heusay","PS",,"Özgür","YUCEL","M",9,,,,,,,,,,,,,,,,,
1210,"Saint-Josse-Ten-Noode","CDH + Indépendant",1,"Ceylan","Yücelbas",,9,,,,,,,,,,,,,,,,,
1140,"Evere","LISTE DU BOURGMESTRE",13,"Ibrahim","Yücelbas",,29,,,,,,,,,,,,,,,,,
7000,"Mons","PS",,"Gülcan","YUCETAS","F",34,,,,,,,,,,,,,,,,,
4800,"Verviers","PP",,"André","YVENS","M",23,,,,,,,,,,,,,,,,,
6200,"Châtelet","PS",,"Sandy","ZABBARA","F",30,,,,,,,,,,,,,,,,,
6840,"Neufchâteau","AGIR ENSEMBLE",,"Alain","ZABUS","M",15,,,,,,,,,,,,,,,,,
5580,"Rochefort","CAP 2030 - IC",,"Arthur","ZABUS","M",15,,,,,,,,,,,,,,,,,
6680,"Sainte-Ode","COM. PASSION",,"Loïc","ZABUS","M",5,,,,,,,,,,,,,,,,,
1435,"Mont-Saint-Guibert","LLC",,"Nathalie","ZABUS","F",4,,,,,,,,,,,,,,,,,
1210,"Saint-Josse-Ten-Noode","CDH + Indépendant",1,"Nicky","Zabusu",,10,,,,,,,,,,,,,,,,,
7160,"Chapelle-lez-Herlaimont","PS",,"Silvana","ZACCAGNINI","F",20,,,,,,,,,,,,,,,,,
5300,"Andenne","MR",,"Fernand","ZACHARY","M",12,,,,,,,,,,,,,,,,,
6530,"Thuin","IC",,"Marie-Laurence","ZADLO","F",17,,,,,,,,,,,,,,,,,
1210,"Saint-Josse-Ten-Noode","LISTE COMMUNALE",13,"Safaa","Zagdia",,4,,,,,,,,,,,,,,,,,
1060,"Saint-Gilles","PTB*PVDA",9,"Sam","Zahar",,18,,,,,,,,,,,,,,,,,
